,SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,PreviousSalePrice
1797,739.52,1.0,242.38,40.47,3.42,70.56,12.92,93.71,1.31,4.34,5.42,55082.70931
1798,550.0,1.224968394,227.27,42.87,5.83,65.87,26.98,81.66,1.15,4.33,3.47,53230.86602
1799,576.38,1.484417754,935.22,30.12,8.06,110.8,22.07,99.9,1.96,5.28,3.41,139512.7568
1800,550.0,1.355317906,403.52,1.88,5.33,50.01,14.23,90.74,1.5,3.54,5.95,140857.3856
1801,1573.38,1.672715681,948.74,52.98,3.92,43.49,34.38,97.59,0.62,5.33,7.17,313273.5988
1802,793.69,1.971337948,446.42,34.47,10.0,47.08,5.14,94.54,1.06,7.44,1.15,216402.4859
1803,911.36,1.62837391,916.49,41.82,5.93,40.53,26.32,96.68,1.41,6.2,2.04,122854.3205
1804,550.0,1.79372707,573.66,47.17,7.39,19.87,18.69,99.9,2.1,4.34,7.72,155365.8037
1805,550.0,3.159740731,581.43,1.24,4.55,50.41,22.87,96.36,1.75,1.77,8.24,77934.25627
1806,1811.78,1.190795811,491.15,3.73,8.05,56.01,6.37,96.72,1.27,5.88,10.0,264211.6154
1807,975.15,1.878177558,1133.12,10.18,6.32,42.6,10.09,99.9,2.09,4.68,10.0,141203.1033
1808,906.8,2.024026542,157.3,58.86,3.83,62.14,23.32,89.33,2.02,1.91,2.11,286613.9781
1809,926.68,1.297727069,358.07,12.14,3.37,9.61,12.01,93.28,1.42,4.16,8.72,-1565.999309
1810,943.11,2.144966864,780.54,38.12,7.46,72.2,21.59,99.9,1.6,3.25,7.08,121014.9423
1811,1315.31,1.0,776.44,10.45,5.47,70.14,31.28,94.3,2.05,4.35,0.69,200336.4998
1812,550.0,1.167339387,181.29,53.97,8.22,9.49,0.12,96.63,1.95,3.95,4.54,100673.0265
1813,1821.0,1.82700933,553.0,16.65,7.06,51.35,27.59,88.87,2.56,5.32,5.82,292746.7439
1814,1348.9,1.0,38.59,52.42,5.09,13.55,26.41,86.99,1.76,5.14,8.63,119791.968
1815,1348.31,1.0,1012.37,10.57,5.63,74.04,17.16,85.52,2.09,2.92,6.6,113221.6296
1816,550.0,1.0,647.11,36.58,7.28,53.14,6.99,97.86,1.45,1.55,6.19,126565.1268
1817,550.0,2.547289104,649.63,2.33,6.62,104.11,43.68,97.47,2.51,4.64,7.08,59847.25924
1818,1034.3,1.104604041,193.7,21.15,8.98,24.45,1.56,98.29,1.68,5.33,5.06,280297.0426
1819,738.76,2.216245713,676.95,33.2,5.99,0.18,32.29,92.6,1.86,6.25,1.97,30343.05787
1820,717.52,1.0,706.84,3.49,0.26,30.85,6.98,84.54,2.15,1.9,5.78,169868.8019
1821,628.51,3.748410855,500.23,11.88,6.27,15.82,47.04,89.15,1.82,4.53,3.85,178423.7066
1822,926.39,2.079685221,285.3,28.9,7.53,32.13,22.3,92.51,1.61,3.86,10.0,176083.7027
1823,550.0,1.0,293.84,43.91,7.36,18.44,19.33,80.38,1.22,2.78,9.35,149791.0076
1824,1047.19,1.154523323,127.56,21.2,0.89,64.43,25.27,86.94,1.85,1.35,9.27,70365.55638
1825,995.09,1.435217015,106.72,0.57,8.05,53.69,10.07,93.47,0.45,6.7,6.92,201390.223
1826,550.0,1.308161431,30.37,47.77,6.04,45.94,36.89,95.67,1.61,6.49,3.79,155573.2173
1827,777.79,1.845053485,165.77,38.98,3.83,21.42,2.71,95.59,1.63,5.06,6.46,131576.4719
1828,1028.46,1.0,369.83,51.39,5.2,104.99,24.35,99.9,2.44,6.35,7.02,132767.1623
1829,767.75,1.56058539,457.76,11.5,4.39,64.96,35.85,91.44,1.32,2.68,7.88,123157.6374
1830,1184.42,1.03613066,374.27,49.89,4.05,48.83,25.91,91.13,2.05,0.35,10.0,85560.50228
1831,731.64,1.0,830.59,18.57,7.75,24.27,27.73,99.9,2.28,3.71,7.99,112873.4512
1832,909.16,1.082539977,841.63,14.46,9.76,81.74,12.1,99.9,1.58,4.78,3.18,114450.9894
1833,1345.45,1.0,690.81,44.58,7.08,80.99,3.44,91.85,1.4,6.91,8.58,179002.6326
1834,559.06,1.0,494.75,35.66,6.08,35.22,17.84,98.23,0.89,2.68,3.56,105762.5848
1835,559.86,3.413926273,216.52,26.86,7.67,105.43,26.73,89.37,0.53,3.96,7.7,218166.8716
1836,550.0,1.0,389.08,18.27,5.05,42.52,22.34,99.9,1.42,3.53,8.5,56208.60556
1837,1232.47,3.687720556,158.27,45.65,5.21,101.56,11.9,97.1,2.01,3.66,4.25,185329.4178
1838,550.0,2.699495232,766.08,28.19,4.93,103.67,34.18,89.49,1.51,6.65,2.49,45230.61004
1839,1204.99,1.428341872,870.73,4.26,9.95,35.86,2.71,99.86,2.24,6.09,7.08,189195.7242
1840,1085.44,2.236150281,435.75,27.6,10.0,30.29,37.94,84.71,2.39,6.94,5.61,164797.5634
1841,550.0,1.0,249.49,14.51,10.0,39.08,27.23,95.34,1.72,5.13,7.03,42390.06208
1842,612.16,1.0,468.01,33.15,7.76,12.93,2.13,97.2,1.12,5.03,5.2,177826.8555
1843,919.69,1.464331369,875.66,6.51,8.62,42.13,31.65,97.64,1.22,5.41,3.6,47640.12344
1844,1074.68,1.434169824,100.3,38.25,4.82,19.45,14.82,85.62,2.06,4.98,6.03,84131.6221
1845,1070.92,1.0,319.64,17.59,7.28,12.8,8.75,96.27,1.35,5.2,7.93,168453.8983
1846,613.5,1.0,657.78,31.39,8.76,64.14,3.31,99.9,0.9,5.55,1.27,132743.3097
1847,1210.02,1.0,414.33,53.52,4.95,61.29,22.32,90.66,1.36,4.94,4.93,182303.087
1848,550.0,3.16977183,712.97,47.21,6.48,79.55,8.86,94.7,2.4,4.23,1.92,251368.8202
1849,800.65,1.220462418,924.14,28.2,5.8,75.68,26.9,90.85,2.16,3.23,7.01,221897.7729
1850,1220.89,1.685337279,285.83,33.93,5.37,9.94,13.59,93.85,1.71,3.19,7.26,521970.4384
1851,550.0,1.734906141,595.84,33.9,9.93,13.87,23.75,94.54,0.46,5.77,6.66,317736.4914
1852,794.16,4.136736456,213.83,32.69,7.56,108.68,21.95,99.9,1.54,4.99,2.02,346963.3248
1853,1452.7,1.77248323,58.99,40.47,9.49,34.31,15.61,95.98,2.59,7.83,9.59,342451.2155
1854,550.0,1.380551244,339.39,25.9,3.95,99.91,33.0,97.12,1.89,4.02,8.45,104263.617
1855,550.0,1.996248608,922.59,23.84,8.39,106.79,16.78,96.65,1.54,5.58,9.87,142974.7413
1856,1188.92,3.7371569,835.27,23.92,3.12,71.35,22.24,89.93,2.05,3.79,3.47,278108.4628
1857,550.0,2.277071966,977.74,37.72,6.28,77.72,22.3,95.06,1.87,2.26,4.32,155156.2905
1858,612.23,2.101831983,276.9,1.66,6.16,98.88,35.46,94.46,2.11,1.61,4.21,26818.9734
1859,810.55,1.0,480.0,64.28,4.68,19.0,3.55,89.87,0.79,2.73,6.57,155395.991
1860,772.67,1.54147784,618.4,41.31,6.88,56.2,4.63,92.9,0.94,5.14,1.8,85920.88035
1861,1012.32,1.0,256.97,50.62,8.98,59.56,3.9,91.81,1.27,4.96,4.86,342711.0883
1862,829.94,1.0,759.17,27.17,6.82,25.36,4.59,98.26,0.65,6.37,2.45,57116.15328
1863,550.0,1.0,716.98,10.94,5.75,81.96,17.69,87.27,2.14,3.68,6.48,78738.46379
1864,1029.17,1.0,1066.64,26.44,4.85,111.02,16.92,87.9,2.1,2.74,10.0,182394.2512
1865,1028.21,2.529603436,513.63,28.05,7.45,29.88,38.12,96.3,1.72,2.3,4.81,131420.7855
1866,862.58,2.416301984,548.0,53.0,8.92,23.81,12.83,99.34,2.21,6.07,3.87,435983.2632
1867,775.79,1.0,74.17,13.6,6.05,73.88,5.34,82.24,0.55,6.07,10.0,113927.2628
1868,1526.32,2.744059964,260.44,33.18,8.62,65.07,23.78,98.86,1.42,6.46,7.12,368190.2562
1869,550.0,3.679332884,173.63,28.86,4.83,46.4,18.66,82.06,2.13,4.5,8.44,276141.5568
1870,1532.21,1.581607272,472.29,21.53,5.59,15.31,21.49,94.88,1.93,4.29,6.68,164890.2375
1871,1288.26,3.830761973,168.4,13.93,5.67,18.25,3.88,94.77,1.35,5.29,3.96,403938.3577
1872,823.84,4.10201549,900.04,46.56,5.51,42.5,3.12,94.86,1.7,6.45,8.73,335042.4614
1873,550.0,1.0,126.98,57.93,5.0,55.17,5.42,87.98,1.43,3.4,3.92,63848.08423
1874,856.29,1.277602031,1013.59,36.53,8.28,53.66,31.67,97.43,1.2,4.48,2.83,43330.53023
1875,818.58,1.529361563,58.83,35.31,6.87,49.41,20.22,86.87,2.44,4.16,2.93,150265.9927
1876,550.0,2.206816636,561.33,38.25,4.58,21.65,25.98,92.83,1.08,2.28,0.58,116316.5412
1877,735.48,1.0,812.71,14.21,6.46,33.81,6.29,92.69,1.07,4.38,5.06,101494.3136
1878,986.07,2.136617852,71.57,24.76,7.23,141.09,19.69,89.45,1.9,6.24,8.2,320729.6216
1879,857.2,2.327397291,556.04,1.5,8.75,48.03,32.98,85.92,0.97,4.03,4.25,309914.7043
1880,550.0,1.0,140.74,37.74,4.68,136.57,29.99,95.42,2.61,2.45,3.44,100058.5555
1881,550.0,1.0,193.11,42.44,6.7,47.25,25.01,99.9,1.88,3.12,4.31,2355.295886
1882,822.69,2.370750446,536.32,24.25,6.5,91.74,16.02,91.84,1.99,4.37,4.94,204624.7222
1883,748.2,1.0,662.73,50.88,6.04,44.64,34.45,90.49,1.86,4.53,9.63,60679.20686
1884,1031.39,2.252930749,985.75,14.48,8.34,62.16,2.9,96.26,1.63,3.36,5.93,195041.0713
1885,752.32,2.453775853,260.31,58.86,3.56,16.69,11.85,93.61,0.93,3.81,4.66,150506.8542
1886,2013.34,1.641978505,634.88,26.82,6.74,101.36,37.07,90.25,1.12,2.59,7.07,227632.6904
1887,1954.21,1.0,25.96,54.84,4.59,32.93,1.07,88.23,1.51,6.45,10.0,264237.169
1888,697.88,1.540870924,121.1,49.41,4.2,20.57,13.88,89.76,1.49,2.8,7.33,88724.64574
1889,1010.28,1.621509322,158.03,54.34,8.51,105.2,11.48,97.41,1.82,6.96,5.51,301575.4544
1890,550.0,1.355490263,427.19,33.22,6.64,3.64,14.83,86.33,0.96,2.45,8.66,24879.27194
1891,1228.38,2.657160333,507.16,27.96,4.99,44.5,1.51,97.53,1.91,3.79,0.17,424380.0744
1892,854.64,1.573129987,411.4,45.77,1.78,77.16,12.73,88.76,1.29,3.28,3.5,51243.43901
1893,1215.8,1.0,140.13,44.02,7.66,75.45,20.89,98.2,1.14,5.94,7.7,116035.0288
1894,1094.72,1.379770353,798.38,27.04,3.36,36.74,28.39,87.25,1.86,3.05,0.3,172156.4107
1895,550.0,1.0,572.87,6.33,6.1,37.22,3.19,93.07,1.2,6.89,9.28,115558.6243
1896,550.0,1.0,664.58,24.87,4.38,71.47,18.36,95.99,2.21,3.07,6.8,95851.86024
1897,1258.17,1.953138383,402.12,0.88,8.59,40.89,10.45,99.9,1.62,3.18,2.45,343627.3044
1898,1536.79,1.0,551.39,41.68,6.01,103.95,63.48,93.4,1.88,3.97,0.77,47219.46338
1899,1215.85,1.367049368,608.76,27.22,7.36,93.0,28.06,91.84,1.16,5.79,3.94,142314.4184
1900,764.52,4.768663768,386.47,31.95,7.26,0.38,11.08,89.11,0.39,5.3,0.22,508015.2438
1901,1008.55,2.772114469,1086.36,28.31,10.0,26.7,25.04,97.78,1.38,7.52,8.14,243140.9191
1902,1615.64,1.983670774,335.89,53.26,6.55,24.67,8.71,92.61,1.56,0.24,3.48,126330.7438
1903,550.0,3.818378675,185.8,18.59,8.56,75.0,23.3,94.46,0.56,3.34,6.18,181354.0317
1904,718.96,3.835479015,786.18,44.73,4.99,42.3,31.59,97.29,1.17,5.52,9.14,458658.1941
1905,550.0,1.697980915,622.44,45.71,7.18,57.65,13.26,96.1,2.68,2.91,6.65,202498.0362
1906,966.69,1.256991893,583.37,33.42,6.26,19.26,16.82,97.61,1.41,4.99,1.96,244161.9048
1907,550.0,1.0,173.56,36.25,6.37,36.51,4.25,80.29,1.82,3.21,7.65,15437.87789
1908,828.63,3.500730797,459.08,35.9,8.72,58.92,36.29,90.56,1.35,7.06,7.28,453892.3027
1909,1180.8,1.710408407,84.78,31.35,6.05,56.74,51.77,94.2,1.47,3.81,7.12,277909.1793
1910,791.03,2.223999004,649.05,40.72,4.47,88.7,21.76,99.9,0.96,1.12,1.64,83223.89608
1911,1510.32,2.480108729,688.98,44.06,6.23,15.78,25.66,93.37,2.0,2.58,2.49,262037.5921
1912,550.0,1.515512591,683.12,65.12,4.85,6.01,25.26,85.94,1.11,1.63,2.41,80955.87358
1913,928.34,1.952926081,560.91,51.95,6.11,93.4,21.25,83.87,1.37,4.15,4.83,44487.92053
1914,1334.19,2.07090373,630.78,17.99,6.22,61.16,26.33,93.8,2.16,6.09,5.06,139876.9756
1915,844.84,1.611118351,285.84,19.26,8.7,107.85,53.14,90.45,1.48,3.67,6.47,10784.92969
1916,947.5,1.106837259,737.57,18.24,6.08,0.39,17.98,97.66,1.01,5.87,4.99,109759.1146
1917,967.81,1.0,463.41,17.03,8.9,78.32,0.39,99.9,2.24,7.61,7.84,96095.86217
1918,550.0,1.764795563,466.65,37.82,8.45,49.93,10.74,89.99,1.49,4.31,7.6,61734.36852
1919,1610.1,1.343067628,98.2,61.7,4.85,44.86,9.59,99.9,1.81,5.64,4.54,116324.1925
1920,1420.82,1.0,1096.99,34.86,5.43,89.91,21.27,97.27,0.7,3.51,4.17,215035.111
1921,692.27,2.547622191,262.8,6.96,8.34,93.11,5.14,86.05,2.02,2.66,5.72,87740.36472
1922,1331.31,1.0,478.28,29.82,8.66,69.64,39.17,99.53,1.35,5.39,4.42,120318.0878
1923,1051.87,2.010965531,323.72,40.07,8.98,66.42,7.91,98.67,2.72,6.66,10.0,219410.7359
1924,765.15,1.0,469.24,15.01,5.46,59.63,9.69,87.16,1.82,4.3,4.75,120806.3775
1925,586.83,3.646534743,479.31,9.61,4.83,68.5,11.63,96.87,2.44,5.44,9.67,476838.5556
1926,550.0,1.094424658,676.02,13.56,5.9,33.44,9.88,95.4,1.65,4.26,4.62,-1079.467194
1927,1252.06,2.050969567,210.96,9.86,10.0,32.82,33.25,96.38,0.86,7.3,9.76,214123.0567
1928,1129.07,1.349067904,198.33,63.29,6.64,72.44,29.09,88.08,0.85,0.21,5.44,223542.3488
1929,733.29,2.586492722,141.91,32.07,7.93,0.89,34.86,89.35,1.9,4.78,2.97,184803.1917
1930,1396.28,1.0,178.94,50.85,8.63,65.71,26.49,90.96,1.82,5.15,4.85,159258.5972
1931,550.0,1.588792207,15.09,2.77,8.07,54.53,48.62,97.83,1.34,4.06,5.45,218811.8383
1932,550.0,2.34173681,555.05,10.91,4.68,53.43,7.98,99.85,1.47,2.79,5.39,52071.15059
1933,550.0,1.0,376.66,10.75,5.42,36.14,5.5,93.48,2.14,0.69,5.23,102046.909
1934,701.27,1.318978184,118.84,40.07,7.28,112.47,29.39,96.42,1.12,8.49,5.54,68722.38217
1935,754.91,1.0,619.55,40.16,6.9,8.51,0.16,99.82,1.39,5.98,9.98,76000.78166
1936,987.69,2.700844598,317.43,8.22,5.37,117.41,18.55,90.96,1.44,3.63,5.8,282806.4098
1937,707.44,1.605460192,1199.93,60.29,1.8,0.83,23.94,88.06,1.64,3.34,1.12,136972.3241
1938,1068.13,1.0,234.66,24.13,9.12,59.27,18.62,90.44,1.41,4.09,10.0,67884.50486
1939,879.97,1.0,301.8,5.09,0.29,45.91,49.81,96.85,1.98,0.22,1.27,145616.0687
1940,550.0,1.650686336,797.7,19.93,2.08,121.03,31.76,96.73,1.93,3.43,4.27,28449.98031
1941,550.0,1.0,579.54,36.55,4.15,67.91,27.26,90.61,1.97,4.15,2.59,29153.91623
1942,1125.41,2.621853509,708.78,55.35,7.17,5.39,34.98,94.68,1.45,6.12,7.38,236832.6297
1943,550.0,1.9158749,293.04,52.24,7.14,42.48,31.38,91.01,1.02,3.63,4.46,75593.31794
1944,837.06,1.213887839,408.7,36.24,2.92,32.17,25.34,92.87,1.49,3.72,7.16,295294.0933
1945,968.74,2.406639445,349.9,1.9,5.84,90.61,22.42,98.2,1.27,4.86,8.85,302987.8519
1946,555.25,1.674394065,505.36,48.61,6.51,66.84,34.48,97.26,2.66,3.63,4.37,18880.02415
1947,1027.76,1.0,890.53,35.71,5.55,131.99,18.37,85.18,1.05,4.41,3.31,216790.5367
1948,860.71,1.0,546.49,45.9,5.48,14.68,41.04,92.08,1.27,2.79,0.12,1682.1178
1949,639.73,3.408042138,678.62,24.76,7.21,0.88,3.75,90.82,1.78,1.95,1.71,38122.75421
1950,661.77,2.063073535,42.18,21.61,6.15,29.35,35.1,95.41,1.64,5.55,6.24,190376.8498
1951,875.41,1.236400212,387.68,45.34,5.72,64.21,40.46,87.91,1.66,1.62,4.25,272577.3158
1952,1170.32,2.82962323,640.78,25.91,5.75,70.8,2.45,89.29,2.03,3.54,7.11,294950.4352
1953,1092.04,1.879104679,898.47,36.76,8.84,12.11,14.94,99.43,1.36,5.72,3.93,224578.3704
1954,1352.46,1.689377334,298.55,45.73,7.16,69.87,19.97,99.18,0.86,5.87,3.05,171482.0448
1955,1176.45,1.830558165,637.57,30.14,6.2,64.66,27.46,95.18,1.62,3.6,6.68,439170.5462
1956,550.0,2.010068151,315.89,25.03,6.66,79.71,12.57,93.73,1.75,4.12,9.35,293829.5694
1957,550.0,2.188481082,509.05,15.73,3.92,65.38,46.02,94.83,1.71,3.7,1.33,18617.76424
1958,815.38,1.784138127,640.17,19.55,4.32,83.49,0.16,91.97,1.49,3.6,4.09,125001.6249
1959,550.0,2.979532078,13.71,23.83,5.06,21.24,28.39,91.08,1.6,3.98,8.74,77031.59866
1960,615.46,1.285770194,609.89,49.67,7.48,87.61,31.83,93.5,2.13,3.83,0.05,120043.7932
1961,1154.99,3.00564649,519.21,21.72,7.22,56.55,22.92,97.49,1.7,5.38,5.94,319065.9759
1962,592.53,1.824204056,756.19,2.77,7.2,99.13,36.99,93.17,1.88,4.69,8.87,136328.4322
1963,1165.33,1.678559823,218.34,41.48,5.93,98.74,15.92,94.39,1.89,6.11,4.05,120312.4331
1964,1137.38,1.0,353.43,66.78,3.8,95.65,28.37,92.32,1.71,0.79,5.94,64330.62613
1965,550.0,2.478040311,270.9,23.78,6.92,13.51,4.34,89.62,1.78,4.13,9.71,14802.63837
1966,550.0,1.438215632,103.49,70.32,5.26,127.08,28.16,94.58,1.86,1.31,10.0,123781.0834
1967,550.0,1.364391514,571.64,54.01,4.49,34.95,26.37,94.26,1.8,2.05,7.09,17001.24023
1968,553.63,1.615838061,417.33,12.56,4.58,58.29,18.55,94.26,1.24,0.24,8.72,135366.5505
1969,550.0,1.096762423,435.35,3.77,3.56,93.9,32.26,91.96,1.27,5.82,2.47,21176.56369
1970,1310.8,1.571917714,311.28,36.98,6.41,69.72,14.24,91.01,1.91,4.36,6.59,117432.325
1971,550.0,2.617000348,1110.91,54.78,6.51,61.55,16.4,89.8,1.22,5.95,5.55,143483.6243
1972,550.0,1.0,260.5,68.89,6.46,83.45,14.89,88.44,2.09,2.07,7.86,7704.340013
1973,1049.26,1.785673467,839.33,56.14,8.98,55.2,5.78,87.88,1.6,4.9,2.64,254741.5845
1974,550.0,1.0,91.33,30.39,7.19,38.93,1.26,85.09,1.6,3.43,2.6,193452.6634
1975,1567.09,2.47389699,468.89,37.41,7.97,97.63,3.03,93.67,1.92,6.96,5.27,311559.397
1976,1269.27,2.224384095,249.34,32.19,7.17,57.33,28.73,92.11,2.26,6.71,4.62,254521.5076
1977,760.55,1.447092736,512.87,21.91,4.8,51.27,3.51,88.11,1.58,2.04,0.62,10481.50495
1978,1238.69,1.0,1112.74,17.08,9.97,48.1,9.79,97.92,1.71,6.95,0.4,82104.41899
1979,1067.3,3.391638755,665.83,11.73,6.06,20.03,29.33,94.46,1.09,8.04,0.07,204894.7445
1980,659.38,4.124479716,1021.37,7.48,6.39,8.77,37.24,92.56,0.78,6.31,7.14,506533.7958
1981,579.63,2.712549139,995.91,31.44,4.99,52.48,37.85,85.22,0.83,2.5,4.71,71083.97929
1982,965.05,1.699108019,45.6,52.21,8.95,23.57,12.42,92.19,0.74,5.06,6.21,30094.35297
1983,550.0,1.0,585.06,3.85,10.0,30.59,17.19,99.66,1.43,4.85,6.16,230520.8829
1984,1161.81,1.523913463,532.59,12.5,7.56,47.28,11.41,96.06,1.23,6.16,8.67,91230.46459
1985,550.0,1.0,842.98,40.93,6.57,9.39,10.87,93.58,1.87,1.93,3.55,41350.96088
1986,778.73,2.060170263,328.2,4.07,5.45,73.88,3.46,96.85,0.73,2.9,4.21,95622.20945
1987,550.0,2.859520907,727.82,36.87,9.45,25.26,13.54,95.83,1.66,5.02,4.62,211106.8653
1988,550.0,1.874792974,188.4,15.88,6.84,53.18,20.49,96.12,1.43,5.52,6.43,50760.89615
1989,1003.05,1.774777664,823.62,4.05,8.6,46.51,0.21,98.88,1.95,5.51,4.98,171857.4185
1990,937.62,1.0,860.75,41.36,7.11,68.24,27.95,96.29,2.18,2.76,7.76,10745.49194
1991,1084.8,1.462755618,991.96,35.06,6.1,9.49,22.72,88.64,2.41,2.5,9.23,16230.19038
1992,550.0,1.123399606,1016.53,27.39,6.79,36.57,24.05,91.73,1.18,1.93,9.44,146985.5722
1993,1774.77,1.63161423,544.22,7.13,5.22,85.25,33.74,92.02,1.06,1.71,8.69,186627.6177
1994,550.0,1.359995531,467.52,40.7,7.82,23.37,6.58,98.99,1.66,6.34,7.84,187715.6386
1995,1186.46,2.038321832,286.16,25.86,4.66,100.12,34.24,90.91,2.15,4.34,5.88,90703.35133
1996,808.03,1.127582381,401.62,31.34,7.27,47.0,19.64,98.47,1.05,3.85,6.18,20057.45809
1997,689.33,3.138723409,710.52,32.73,5.03,67.73,24.27,92.5,2.08,5.58,6.19,143596.9474
1998,558.0,1.268428011,337.52,48.05,5.53,27.03,12.17,91.75,1.15,6.11,4.16,89792.28295
1999,550.0,1.769757217,673.43,63.37,5.26,10.68,16.98,85.08,2.06,3.41,2.26,45048.74846
2000,554.26,1.744198139,660.58,55.84,2.04,72.52,29.59,94.56,2.01,2.65,1.61,91872.75344
2001,550.0,1.11846894,454.37,44.22,5.51,61.16,19.99,95.49,1.84,1.36,4.46,148368.9264
2002,550.0,1.0,55.33,11.54,7.24,48.84,40.58,96.66,1.09,3.54,2.7,125782.6905
2003,1161.42,2.609613824,314.41,26.21,6.07,69.75,17.1,95.17,2.29,5.08,10.0,200982.3173
2004,550.0,2.087067938,1188.94,39.14,7.04,28.98,3.71,94.29,1.4,3.83,7.82,194443.9266
2005,973.81,1.0,615.27,25.84,3.26,95.66,16.67,86.14,1.42,4.92,6.08,160202.3634
2006,894.61,1.096553518,191.89,40.59,8.05,27.97,3.02,91.29,1.93,5.2,7.86,197729.3597
2007,550.0,1.678159447,1074.17,58.86,1.95,45.73,35.87,86.16,1.82,2.33,2.16,22677.63184
2008,550.0,2.023009426,358.44,33.05,3.4,82.54,37.2,89.04,1.27,0.16,6.58,187325.0791
2009,550.0,1.719618789,550.0,12.75,5.9,19.46,7.21,96.15,1.19,2.4,9.43,26192.25949
2010,886.37,1.0,398.52,34.23,9.02,1.34,1.5,99.9,1.44,6.42,10.0,385507.5642
2011,777.85,2.326473751,431.85,37.36,6.37,41.82,36.63,92.55,1.07,6.11,4.83,226236.0328
2012,550.0,3.220646562,138.12,45.04,6.74,85.35,3.67,94.29,2.03,4.98,3.75,132625.8479
2013,1079.7,3.375814528,593.7,32.65,6.14,101.92,18.69,91.16,1.14,2.06,8.36,476550.0922
2014,1109.35,1.0,763.77,21.42,7.24,0.79,6.07,99.22,1.59,7.54,4.84,209804.1051
2015,550.0,1.561327108,513.93,21.3,7.65,42.5,15.83,85.08,1.16,4.77,7.05,53450.58546
2016,1226.9,2.41369557,124.54,46.35,8.88,64.92,5.67,91.71,1.66,7.27,5.51,460691.5568
2017,914.2,1.975561616,306.21,51.44,6.79,69.26,38.6,99.9,1.61,4.93,1.54,70508.59274
2018,550.0,1.647929831,536.78,23.87,5.85,23.97,32.78,99.06,0.69,2.57,8.23,142581.1367
2019,554.97,1.340379319,749.92,8.98,8.11,54.91,24.61,91.56,1.61,4.24,7.72,133408.8112
2020,550.0,1.065003381,658.01,63.86,5.07,58.33,32.19,99.9,2.42,4.02,6.22,147684.6701
2021,1070.82,1.554854041,914.35,39.25,4.52,63.35,45.25,94.48,0.9,3.26,5.77,19341.66737
2022,550.0,2.029250434,20.18,27.39,5.31,46.42,29.39,97.1,1.07,2.23,1.81,13457.64432
2023,1271.3,1.070327766,720.44,20.22,3.5,86.33,8.26,98.91,2.32,0.97,1.76,170705.977
2024,550.67,2.732691674,425.01,58.64,7.2,72.41,34.49,94.55,1.83,4.35,4.26,195168.9298
2025,550.0,1.0,224.19,7.13,7.44,58.18,23.58,99.9,1.61,3.0,6.3,71522.87281
2026,740.88,1.0,463.34,17.79,5.04,13.34,33.31,85.77,1.82,2.96,4.2,48921.34519
2027,1209.1,1.965199082,587.38,69.02,4.01,12.89,11.75,91.68,2.24,4.52,8.94,128752.3861
2028,758.5,2.995900957,380.34,20.19,6.49,27.05,18.04,91.18,1.55,6.75,1.09,207875.962
2029,902.24,2.435445229,350.81,43.67,6.9,42.79,12.37,92.75,1.72,5.38,0.88,301239.1027
2030,707.65,2.453391282,283.43,37.73,4.75,56.74,9.3,88.86,1.71,7.82,5.62,510563.7093
2031,876.13,1.0,815.32,17.45,6.21,50.3,0.71,97.53,2.36,4.41,5.2,310832.1514
2032,1577.81,1.293779732,618.09,1.42,8.37,68.83,1.4,94.1,2.18,3.72,5.35,86606.42365
2033,550.0,1.41055593,30.12,43.77,7.31,88.28,46.39,88.73,1.03,3.19,9.33,21085.8632
2034,964.97,1.54603265,392.99,33.85,7.31,9.51,8.0,98.53,1.35,5.1,8.76,311916.2329
2035,1033.23,1.063519303,488.34,78.47,3.93,30.72,34.02,85.6,1.08,0.74,6.61,12940.65675
2036,861.54,1.0,323.51,42.74,6.29,33.77,47.5,88.39,0.96,3.98,5.91,113848.1612
2037,550.0,1.597603235,150.11,16.11,6.84,92.06,28.38,92.7,1.57,3.19,1.8,176386.4939
2038,635.61,2.544596118,474.76,29.0,6.98,2.56,1.2,97.15,1.92,4.24,2.81,122478.748
2039,588.48,1.843859653,323.87,29.81,6.79,25.23,0.32,90.92,1.48,5.47,1.95,214939.0735
2040,1441.96,1.022996883,725.81,16.34,7.19,22.21,32.42,98.6,1.32,7.28,8.3,403164.9256
2041,869.37,1.326361307,998.29,61.37,7.06,79.2,42.54,95.03,1.28,3.93,7.28,77836.40852
2042,550.0,2.173253682,877.74,46.0,4.5,21.27,17.13,87.25,1.68,1.21,3.84,60781.58616
2043,550.0,1.0,593.84,4.14,4.6,64.78,36.63,86.18,1.74,5.13,10.0,12505.96291
2044,971.55,1.287436442,603.51,5.99,8.14,35.1,8.33,93.92,1.89,6.62,8.73,216531.5156
2045,550.0,1.738383923,184.33,32.83,7.46,35.27,38.8,97.31,1.85,2.53,4.2,81420.46284
2046,1493.17,1.970040899,277.14,35.35,10.0,0.29,2.44,98.86,1.65,7.57,8.29,333732.4536
2047,661.64,1.989496232,703.67,36.01,8.38,22.11,0.75,89.58,1.26,2.74,5.51,79531.61924
2048,554.01,1.0,105.83,32.7,7.1,105.32,8.68,91.7,1.47,4.49,4.25,72295.53104
2049,1328.73,1.0,753.97,19.06,3.7,72.13,19.23,83.77,1.94,1.85,5.56,70347.32845
