SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Windows,PreviousSalePrice,Garage
550.0,2.979532078,4,13.71,23.83,5.06,21.24,28.39,91.08,1.6,3.98,8.74,5.49,13,77031.59866,0
615.46,1.285770194,3,609.89,49.67,7.48,87.61,31.83,93.5,2.13,3.83,0.05,2.93,18,120043.7932,1
1154.99,3.00564649,3,519.21,21.72,7.22,56.55,22.92,97.49,1.7,5.38,5.94,4.95,18,319065.9759,0
592.53,1.824204056,3,756.19,2.77,7.2,99.13,36.99,93.17,1.88,4.69,8.87,8.1,9,136328.4322,0
1165.33,1.678559823,2,218.34,41.48,5.93,98.74,15.92,94.39,1.89,6.11,4.05,5.05,11,120312.4331,0
1137.38,1.0,2,353.43,66.78,3.8,95.65,28.37,92.32,1.71,0.79,5.94,6.01,24,64330.62613,1
550.0,2.478040311,1,270.9,23.78,6.92,13.51,4.34,89.62,1.78,4.13,9.71,7.15,6,14802.63837,1
550.0,1.438215632,3,103.49,70.32,5.26,127.08,28.16,94.58,1.86,1.31,10.0,8.85,28,123781.0834,0
550.0,1.364391514,2,571.64,54.01,4.49,34.95,26.37,94.26,1.8,2.05,7.09,4.4,27,17001.24023,0
553.63,1.615838061,2,417.33,12.56,4.58,58.29,18.55,94.26,1.24,0.24,8.72,3.26,14,135366.5505,1
550.0,1.096762423,3,435.35,3.77,3.56,93.9,32.26,91.96,1.27,5.82,2.47,2.51,2,21176.56369,0
1310.8,1.571917714,2,311.28,36.98,6.41,69.72,14.24,91.01,1.91,4.36,6.59,6.18,6,117432.325,0
550.0,2.617000348,3,1110.91,54.78,6.51,61.55,16.4,89.8,1.22,5.95,5.55,5.68,17,143483.6243,1
550.0,1.0,3,260.5,68.89,6.46,83.45,14.89,88.44,2.09,2.07,7.86,5.7,16,7704.340013,0
1049.26,1.785673467,4,839.33,56.14,8.98,55.2,5.78,87.88,1.6,4.9,2.64,2.73,6,254741.5845,0
550.0,1.0,4,91.33,30.39,7.19,38.93,1.26,85.09,1.6,3.43,2.6,6.62,35,193452.6634,0
1567.09,2.47389699,2,468.89,37.41,7.97,97.63,3.03,93.67,1.92,6.96,5.27,2.93,12,311559.397,1
1269.27,2.224384095,3,249.34,32.19,7.17,57.33,28.73,92.11,2.26,6.71,4.62,4.77,22,254521.5076,1
760.55,1.447092736,1,512.87,21.91,4.8,51.27,3.51,88.11,1.58,2.04,0.62,4.89,35,10481.50495,0
1238.69,1.0,2,1112.74,17.08,9.97,48.1,9.79,97.92,1.71,6.95,0.4,8.12,7,82104.41899,0
1067.3,3.391638755,2,665.83,11.73,6.06,20.03,29.33,94.46,1.09,8.04,0.07,1.76,5,204894.7445,0
659.38,4.124479716,3,1021.37,7.48,6.39,8.77,37.24,92.56,0.78,6.31,7.14,6.82,48,506533.7958,0
579.63,2.712549139,1,995.91,31.44,4.99,52.48,37.85,85.22,0.83,2.5,4.71,6.89,1,71083.97929,0
965.05,1.699108019,1,45.6,52.21,8.95,23.57,12.42,92.19,0.74,5.06,6.21,5.24,21,30094.35297,0
550.0,1.0,4,585.06,3.85,10.0,30.59,17.19,99.66,1.43,4.85,6.16,3.99,16,230520.8829,0
1161.81,1.523913463,3,532.59,12.5,7.56,47.28,11.41,96.06,1.23,6.16,8.67,9.65,-3,91230.46459,0
550.0,1.0,3,842.98,40.93,6.57,9.39,10.87,93.58,1.87,1.93,3.55,4.36,14,41350.96088,0
778.73,2.060170263,2,328.2,4.07,5.45,73.88,3.46,96.85,0.73,2.9,4.21,3.1,24,95622.20945,0
550.0,2.859520907,4,727.82,36.87,9.45,25.26,13.54,95.83,1.66,5.02,4.62,6.61,17,211106.8653,1
550.0,1.874792974,2,188.4,15.88,6.84,53.18,20.49,96.12,1.43,5.52,6.43,1.9,25,50760.89615,1
1003.05,1.774777664,3,823.62,4.05,8.6,46.51,0.21,98.88,1.95,5.51,4.98,4.91,12,171857.4185,0
937.62,1.0,2,860.75,41.36,7.11,68.24,27.95,96.29,2.18,2.76,7.76,7.65,6,10745.49194,1
1084.8,1.462755618,2,991.96,35.06,6.1,9.49,22.72,88.64,2.41,2.5,9.23,4.15,19,16230.19038,0
550.0,1.123399606,5,1016.53,27.39,6.79,36.57,24.05,91.73,1.18,1.93,9.44,7.47,20,146985.5722,0
1774.77,1.63161423,1,544.22,7.13,5.22,85.25,33.74,92.02,1.06,1.71,8.69,7.26,9,186627.6177,1
550.0,1.359995531,3,467.52,40.7,7.82,23.37,6.58,98.99,1.66,6.34,7.84,10.0,14,187715.6386,0
1186.46,2.038321832,1,286.16,25.86,4.66,100.12,34.24,90.91,2.15,4.34,5.88,5.97,22,90703.35133,0
808.03,1.127582381,2,401.62,31.34,7.27,47.0,19.64,98.47,1.05,3.85,6.18,4.36,10,20057.45809,0
689.33,3.138723409,2,710.52,32.73,5.03,67.73,24.27,92.5,2.08,5.58,6.19,6.67,4,143596.9474,1
558.0,1.268428011,4,337.52,48.05,5.53,27.03,12.17,91.75,1.15,6.11,4.16,5.45,21,89792.28295,0
550.0,1.769757217,2,673.43,63.37,5.26,10.68,16.98,85.08,2.06,3.41,2.26,5.03,7,45048.74846,0
554.26,1.744198139,2,660.58,55.84,2.04,72.52,29.59,94.56,2.01,2.65,1.61,2.33,15,91872.75344,0
550.0,1.11846894,1,454.37,44.22,5.51,61.16,19.99,95.49,1.84,1.36,4.46,7.63,12,148368.9264,0
550.0,1.0,2,55.33,11.54,7.24,48.84,40.58,96.66,1.09,3.54,2.7,4.02,14,125782.6905,1
1161.42,2.609613824,3,314.41,26.21,6.07,69.75,17.1,95.17,2.29,5.08,10.0,8.05,14,200982.3173,0
550.0,2.087067938,4,1188.94,39.14,7.04,28.98,3.71,94.29,1.4,3.83,7.82,5.26,31,194443.9266,0
973.81,1.0,3,615.27,25.84,3.26,95.66,16.67,86.14,1.42,4.92,6.08,5.24,14,160202.3634,1
894.61,1.096553518,3,191.89,40.59,8.05,27.97,3.02,91.29,1.93,5.2,7.86,7.28,13,197729.3597,0
550.0,1.678159447,2,1074.17,58.86,1.95,45.73,35.87,86.16,1.82,2.33,2.16,2.04,5,22677.63184,0
550.0,2.023009426,1,358.44,33.05,3.4,82.54,37.2,89.04,1.27,0.16,6.58,3.71,18,187325.0791,0
550.0,1.719618789,3,550.0,12.75,5.9,19.46,7.21,96.15,1.19,2.4,9.43,5.75,10,26192.25949,1
886.37,1.0,4,398.52,34.23,9.02,1.34,1.5,99.9,1.44,6.42,10.0,7.52,22,385507.5642,1
777.85,2.326473751,3,431.85,37.36,6.37,41.82,36.63,92.55,1.07,6.11,4.83,5.88,27,226236.0328,0
550.0,3.220646562,3,138.12,45.04,6.74,85.35,3.67,94.29,2.03,4.98,3.75,5.98,9,132625.8479,0
1079.7,3.375814528,3,593.7,32.65,6.14,101.92,18.69,91.16,1.14,2.06,8.36,5.05,8,476550.0922,0
1109.35,1.0,2,763.77,21.42,7.24,0.79,6.07,99.22,1.59,7.54,4.84,9.58,6,209804.1051,0
550.0,1.561327108,3,513.93,21.3,7.65,42.5,15.83,85.08,1.16,4.77,7.05,7.78,23,53450.58546,0
1226.9,2.41369557,4,124.54,46.35,8.88,64.92,5.67,91.71,1.66,7.27,5.51,6.45,29,460691.5568,0
914.2,1.975561616,3,306.21,51.44,6.79,69.26,38.6,99.9,1.61,4.93,1.54,6.47,14,70508.59274,0
550.0,1.647929831,3,536.78,23.87,5.85,23.97,32.78,99.06,0.69,2.57,8.23,7.19,22,142581.1367,1
554.97,1.340379319,4,749.92,8.98,8.11,54.91,24.61,91.56,1.61,4.24,7.72,6.26,16,133408.8112,0
550.0,1.065003381,2,658.01,63.86,5.07,58.33,32.19,99.9,2.42,4.02,6.22,8.93,12,147684.6701,1
1070.82,1.554854041,3,914.35,39.25,4.52,63.35,45.25,94.48,0.9,3.26,5.77,5.6,18,19341.66737,0
550.0,2.029250434,2,20.18,27.39,5.31,46.42,29.39,97.1,1.07,2.23,1.81,1.86,9,13457.64432,0
1271.3,1.070327766,3,720.44,20.22,3.5,86.33,8.26,98.91,2.32,0.97,1.76,4.14,24,170705.977,0
550.67,2.732691674,3,425.01,58.64,7.2,72.41,34.49,94.55,1.83,4.35,4.26,3.78,4,195168.9298,1
550.0,1.0,2,224.19,7.13,7.44,58.18,23.58,99.9,1.61,3.0,6.3,6.4,33,71522.87281,0
740.88,1.0,1,463.34,17.79,5.04,13.34,33.31,85.77,1.82,2.96,4.2,2.18,31,48921.34519,0
1209.1,1.965199082,1,587.38,69.02,4.01,12.89,11.75,91.68,2.24,4.52,8.94,10.0,13,128752.3861,1
758.5,2.995900957,2,380.34,20.19,6.49,27.05,18.04,91.18,1.55,6.75,1.09,3.47,16,207875.962,0
902.24,2.435445229,4,350.81,43.67,6.9,42.79,12.37,92.75,1.72,5.38,0.88,7.82,17,301239.1027,0
707.65,2.453391282,3,283.43,37.73,4.75,56.74,9.3,88.86,1.71,7.82,5.62,5.23,11,510563.7093,0
876.13,1.0,5,815.32,17.45,6.21,50.3,0.71,97.53,2.36,4.41,5.2,4.16,21,310832.1514,0
1577.81,1.293779732,2,618.09,1.42,8.37,68.83,1.4,94.1,2.18,3.72,5.35,2.23,15,86606.42365,0
550.0,1.41055593,1,30.12,43.77,7.31,88.28,46.39,88.73,1.03,3.19,9.33,5.95,12,21085.8632,1
964.97,1.54603265,3,392.99,33.85,7.31,9.51,8.0,98.53,1.35,5.1,8.76,3.81,24,311916.2329,0
1033.23,1.063519303,2,488.34,78.47,3.93,30.72,34.02,85.6,1.08,0.74,6.61,6.6,15,12940.65675,0
861.54,1.0,2,323.51,42.74,6.29,33.77,47.5,88.39,0.96,3.98,5.91,6.91,21,113848.1612,0
550.0,1.597603235,1,150.11,16.11,6.84,92.06,28.38,92.7,1.57,3.19,1.8,5.18,27,176386.4939,0
635.61,2.544596118,3,474.76,29.0,6.98,2.56,1.2,97.15,1.92,4.24,2.81,3.08,22,122478.748,0
588.48,1.843859653,4,323.87,29.81,6.79,25.23,0.32,90.92,1.48,5.47,1.95,4.38,18,214939.0735,0
1441.96,1.022996883,4,725.81,16.34,7.19,22.21,32.42,98.6,1.32,7.28,8.3,7.61,15,403164.9256,1
869.37,1.326361307,4,998.29,61.37,7.06,79.2,42.54,95.03,1.28,3.93,7.28,6.83,16,77836.40852,0
550.0,2.173253682,3,877.74,46.0,4.5,21.27,17.13,87.25,1.68,1.21,3.84,6.12,-1,60781.58616,1
550.0,1.0,2,593.84,4.14,4.6,64.78,36.63,86.18,1.74,5.13,10.0,9.03,10,12505.96291,1
971.55,1.287436442,3,603.51,5.99,8.14,35.1,8.33,93.92,1.89,6.62,8.73,7.5,16,216531.5156,1
550.0,1.738383923,4,184.33,32.83,7.46,35.27,38.8,97.31,1.85,2.53,4.2,5.39,24,81420.46284,1
1493.17,1.970040899,4,277.14,35.35,10.0,0.29,2.44,98.86,1.65,7.57,8.29,10.0,22,333732.4536,0
661.64,1.989496232,2,703.67,36.01,8.38,22.11,0.75,89.58,1.26,2.74,5.51,5.65,24,79531.61924,1
554.01,1.0,4,105.83,32.7,7.1,105.32,8.68,91.7,1.47,4.49,4.25,6.3,10,72295.53104,1
1328.73,1.0,2,753.97,19.06,3.7,72.13,19.23,83.77,1.94,1.85,5.56,2.7,23,70347.32845,0
878.12,1.0,2,204.15,62.45,5.75,66.76,35.38,92.27,2.05,2.67,0.19,1.97,19,18217.6246,1
550.0,2.826486089,4,637.95,32.73,6.59,75.47,4.78,88.35,2.19,3.63,3.55,6.38,28,198381.3202,0
793.9,2.417047533,3,254.51,83.35,6.9,72.56,24.11,88.65,1.19,7.94,4.51,4.57,24,189652.6337,0
907.68,1.764941106,3,140.1,11.86,7.47,0.83,13.9,95.21,1.03,4.97,4.83,6.95,8,138757.8915,0
550.0,2.99403881,2,694.97,49.34,6.05,13.27,23.9,89.94,2.18,4.93,8.07,5.93,16,107167.7696,1
550.0,2.199335996,2,967.79,45.96,3.3,87.55,51.05,90.6,1.92,4.92,1.21,2.64,13,74562.97339,1
729.98,1.0,2,695.67,42.11,2.77,49.9,29.7,79.93,1.15,2.57,5.04,5.86,14,41678.47109,1
829.94,3.300679922,2,1120.61,66.7,4.65,40.09,5.33,97.8,1.16,4.5,4.98,4.14,29,129394.5473,1
550.0,2.109247731,1,579.7,17.15,5.53,47.01,11.84,87.58,1.8,5.06,4.42,7.29,44,89870.85846,0
1032.08,1.118297751,2,530.8,21.44,4.86,4.13,14.57,94.57,1.58,0.27,0.67,6.01,8,47457.14311,0
588.48,3.556457564,2,319.66,26.67,4.33,55.35,32.6,93.13,0.63,3.46,8.87,4.9,13,191352.6757,0
964.89,2.506289425,1,514.23,49.67,5.97,35.09,36.67,99.84,1.62,6.21,4.33,5.6,14,168373.8767,1
1063.97,2.723932007,2,791.99,13.57,8.24,129.6,2.95,99.9,1.87,3.83,4.37,6.91,4,266959.7699,1
550.0,1.174556206,3,174.71,28.92,5.04,77.36,26.02,91.29,1.53,2.09,4.82,6.25,27,54547.30857,0
1302.95,2.090411005,3,3.34,4.61,7.63,85.73,10.46,90.36,1.32,6.72,7.18,7.27,13,284196.4964,0
550.0,1.719879074,1,177.15,66.35,5.58,43.84,9.31,86.44,0.96,0.68,3.91,7.53,22,68718.62172,1
550.0,1.918061204,2,853.26,31.21,8.97,30.6,29.66,99.9,1.55,3.61,7.94,7.38,10,80359.30542,0
1768.98,1.186842402,2,599.24,38.64,5.76,50.39,20.5,90.62,0.78,3.95,2.67,5.14,6,442338.5568,1
550.0,1.0,3,191.07,44.56,4.98,88.9,5.28,91.59,1.63,2.09,3.97,5.2,28,132052.3753,0
952.05,2.699239026,3,986.01,23.79,5.36,57.24,44.39,82.06,2.28,4.3,0.35,4.11,15,337099.9413,0
550.0,1.292995806,2,289.13,63.59,5.43,18.13,29.97,85.3,1.43,3.39,8.84,6.78,16,50914.02599,1
1154.18,1.852759107,3,502.4,24.28,9.33,37.55,8.15,91.47,1.11,5.75,4.46,5.46,17,267380.9324,0
550.0,2.599736227,2,711.91,10.63,2.98,85.45,34.72,91.49,2.27,3.62,0.06,4.05,20,81347.8803,0
550.0,1.0,3,152.62,41.49,4.36,77.29,6.96,91.23,2.96,4.42,8.01,4.21,4,18819.4621,0
1435.02,1.117874516,2,820.63,49.85,4.33,43.35,0.23,95.63,2.37,5.22,2.33,6.57,14,149189.4196,1
555.51,1.0,2,611.77,16.59,5.5,23.99,17.09,97.07,1.38,6.04,7.68,7.19,17,3654.810686,0
852.56,1.43561462,2,163.08,26.6,3.91,22.25,37.58,94.33,1.61,3.79,10.0,8.24,17,122901.6693,0
828.57,1.0,3,56.21,12.18,9.46,16.03,4.13,94.45,1.25,5.59,3.62,6.49,22,290762.1719,0
1198.14,1.748330239,1,137.93,6.15,6.93,54.8,5.9,94.9,1.65,5.89,7.44,7.75,9,90385.53636,0
550.0,1.0,3,811.06,46.9,5.38,16.45,21.91,97.24,1.09,4.94,7.03,4.62,9,90460.73789,0
1027.64,1.375699895,3,456.62,56.63,4.9,56.55,1.19,95.56,1.81,3.6,3.63,7.59,17,167827.265,0
690.99,1.46104633,2,769.52,63.18,6.61,22.53,25.81,88.04,1.24,0.75,2.22,5.22,14,42273.52983,0
550.0,1.125038677,3,300.57,59.71,3.98,28.63,40.37,92.69,1.85,3.88,0.22,3.05,7,32018.77869,0
1272.98,1.0,1,439.48,44.4,3.51,104.43,10.51,92.81,1.99,2.58,2.82,6.35,25,85252.91224,0
1045.36,1.0,3,145.96,43.8,7.23,1.9,27.68,91.38,1.85,5.22,2.17,2.47,30,95530.94699,0
1089.42,1.0,3,231.1,38.1,6.51,23.52,13.56,98.39,1.61,1.9,3.74,5.59,16,150867.1971,0
921.39,1.0,2,140.16,49.43,5.61,70.67,39.13,87.02,1.62,4.28,10.0,8.26,8,-7039.291483,1
550.0,1.934346444,4,671.15,48.57,8.55,72.3,9.48,92.49,1.11,3.16,4.55,4.7,19,281075.2646,0
550.0,2.560982423,3,517.85,57.03,4.84,29.76,7.06,90.42,1.65,4.55,6.26,7.46,8,264445.7938,1
679.78,1.601615535,3,253.64,15.43,7.8,2.43,0.68,97.09,2.15,5.37,7.13,6.8,11,114775.879,1
1374.7,1.524770356,3,975.73,48.46,6.3,49.22,15.42,93.61,1.52,3.34,0.49,2.73,20,119412.7261,0
1205.53,1.087794174,3,351.27,66.61,8.62,31.8,8.05,97.61,0.93,5.12,2.23,4.34,9,149191.2471,0
837.37,1.0,4,235.1,51.05,6.96,53.22,36.03,99.9,1.63,2.77,10.0,6.68,12,104559.7288,0
867.61,1.0,3,154.71,14.86,6.15,70.8,16.75,90.87,1.87,3.64,6.37,4.35,27,114759.2602,1
1225.68,1.857548259,2,277.91,50.76,7.72,126.53,4.78,94.75,0.92,2.79,3.71,4.63,26,104629.9954,0
1431.88,1.659852409,3,377.05,32.23,9.41,24.06,19.5,99.45,2.12,6.55,6.04,8.64,23,328960.1149,1
550.0,2.517973195,2,336.53,64.15,8.51,56.55,3.91,94.2,1.01,7.07,5.84,7.55,19,186164.8468,0
550.0,1.974097959,2,707.67,31.62,6.79,44.07,7.93,95.83,2.2,7.25,4.4,5.43,28,84666.24661,0
910.01,1.37059736,2,445.46,60.32,8.33,23.06,46.47,96.48,1.07,4.47,7.44,7.0,22,28282.13131,0
863.89,1.113426002,4,768.97,19.11,7.82,32.37,7.93,88.26,1.02,6.57,7.6,8.33,9,334275.3122,0
986.38,1.0,2,72.66,49.75,9.21,58.57,27.96,97.75,0.27,5.09,4.94,4.24,33,87005.20553,0
1083.05,2.193910122,1,710.06,63.97,6.33,63.52,7.65,80.39,2.21,3.52,4.34,5.01,6,23347.78815,0
550.0,2.396959184,1,556.49,43.09,3.8,17.22,16.29,91.88,1.53,1.04,4.99,4.98,32,5557.155051,0
550.0,1.0,1,204.36,19.66,2.07,106.36,39.3,93.27,1.72,0.39,2.09,4.62,15,268341.7004,0
946.99,1.227902599,3,507.04,72.72,8.07,1.59,16.94,93.96,0.72,4.68,4.62,4.77,24,231124.0805,1
550.0,1.0,4,457.3,45.4,9.06,8.61,0.83,97.52,1.96,3.88,9.76,6.52,9,51373.29379,0
550.0,1.0,4,847.47,11.16,7.54,69.35,13.86,98.0,1.06,4.2,7.73,6.16,13,207134.6623,0
550.0,1.789850862,3,304.02,61.17,1.35,49.71,37.11,96.37,1.88,4.53,7.93,9.2,25,55533.93801,0
550.0,1.097832252,4,1036.89,50.91,6.59,39.87,14.83,86.54,1.66,6.0,10.0,5.95,17,145070.5257,0
1553.08,1.178659757,3,90.12,18.7,3.73,30.81,37.79,91.21,1.37,3.85,2.44,2.35,3,191608.6273,0
1316.69,1.938191011,4,765.96,36.08,5.08,78.5,17.24,94.47,0.93,4.83,5.73,6.0,14,297384.4008,0
1456.98,1.0,2,664.5,65.76,8.76,46.8,12.77,94.98,1.03,1.04,5.57,5.55,6,14236.82182,0
550.0,1.0,3,605.29,10.07,3.12,31.63,19.86,93.55,2.21,3.58,1.76,6.46,18,-2327.634289,0
550.0,2.139260305,3,115.41,16.39,4.86,8.52,28.71,90.12,2.0,1.47,7.01,4.8,21,46832.23708,0
550.0,1.678418426,3,680.53,21.93,6.26,85.3,5.24,93.11,0.99,4.4,0.06,3.41,13,14620.32686,1
652.25,1.0,3,683.35,36.47,6.67,17.09,39.98,86.21,0.83,4.05,2.72,4.94,7,53436.7072,0
1209.92,1.0,3,785.48,18.12,6.07,104.21,9.09,96.53,2.67,4.32,3.25,3.48,21,133951.7103,0
1246.47,2.16534028,2,877.54,28.34,5.18,6.63,3.02,94.13,2.1,4.34,5.39,4.07,27,258309.049,0
1478.81,1.0,4,421.19,13.92,9.03,24.46,25.23,95.44,1.49,6.41,7.29,7.93,17,189545.3847,1
600.98,2.060786157,3,116.32,15.37,5.54,15.31,17.32,89.48,1.39,5.33,3.49,4.66,12,224866.6197,0
587.12,1.976201942,2,786.47,24.81,3.83,41.03,25.54,92.74,1.1,3.24,8.96,6.4,15,82855.67298,0
1613.59,1.0,3,1070.89,8.74,6.33,40.59,28.63,99.39,1.52,7.32,8.51,7.25,13,407881.7673,0
550.0,1.415720626,4,326.79,44.7,7.81,40.8,27.43,94.21,2.14,3.38,8.1,4.62,2,62300.19491,1
984.26,3.423153919,3,595.94,40.67,8.86,11.46,32.68,90.19,1.0,6.94,1.25,5.0,23,461783.1151,0
550.0,2.512069753,3,256.21,28.98,7.03,11.13,19.36,92.78,1.73,3.8,8.28,5.12,0,39224.57534,0
1774.66,1.633998293,3,552.28,26.7,7.65,61.73,7.93,98.65,1.86,4.79,1.66,6.19,17,317694.2891,1
1574.03,1.0,3,799.67,37.89,6.26,65.68,26.45,99.9,1.51,6.87,5.98,9.18,10,198476.8671,0
644.33,1.767759052,3,155.4,9.84,7.97,61.88,8.5,94.97,1.53,3.54,3.46,3.83,30,114872.9599,0
550.0,1.130609,4,139.13,35.28,5.68,10.17,21.09,93.81,1.11,3.18,9.88,6.69,14,162557.6727,0
644.91,1.315040488,1,157.42,4.74,5.38,38.89,26.5,96.5,2.41,0.25,5.74,8.16,4,153483.4514,0
550.0,1.0,3,1100.68,45.34,2.81,4.08,5.3,93.72,1.02,3.21,6.58,8.59,14,12618.07252,0
600.38,1.0,3,104.02,28.65,7.23,12.59,1.19,93.12,1.26,3.11,5.67,5.56,19,142379.8559,1
550.0,1.0,2,10.19,39.52,7.85,49.79,27.48,94.67,2.06,5.37,4.8,5.17,12,63227.82054,0
550.0,3.741100945,3,670.25,15.53,6.68,93.8,1.6,99.9,0.4,4.35,0.7,3.5,17,112062.9117,0
853.27,1.0,3,313.58,16.78,6.39,77.79,7.52,99.9,1.48,1.89,3.9,3.93,13,212468.2118,0
657.43,1.916210983,2,886.83,65.15,4.53,9.26,23.52,98.04,3.11,5.35,3.55,6.56,17,18184.65996,1
550.0,2.019106439,1,478.25,22.06,2.41,74.88,49.48,74.59,1.89,1.66,8.52,6.16,15,80805.72457,0
762.42,1.0,4,332.07,26.29,5.95,36.56,14.63,85.04,1.51,1.64,9.23,6.64,19,160232.914,1
658.32,1.192712947,3,306.39,35.95,7.43,55.64,22.35,99.9,1.42,6.1,6.52,5.38,26,137837.1655,1
643.83,1.016456158,2,156.97,26.91,4.82,28.12,18.31,86.01,1.75,2.38,1.28,5.52,3,24234.52252,0
1478.75,1.477484431,3,592.87,17.62,8.25,7.17,33.22,97.77,1.07,4.56,1.99,4.97,2,471977.6866,0
550.0,1.168319708,3,180.83,4.97,6.72,120.07,39.4,99.9,2.26,3.63,3.03,4.02,14,125611.6899,0
550.0,1.0,3,206.6,31.93,5.82,10.15,13.52,92.5,1.06,4.55,8.44,6.52,7,117847.2052,1
830.87,1.0,3,548.86,34.28,8.06,50.18,26.37,96.39,2.02,6.66,10.0,8.65,16,148245.4803,1
550.0,2.081040197,3,496.33,48.02,1.45,23.96,17.13,91.69,1.19,1.38,0.84,2.69,13,31862.95084,1
550.0,1.674216418,3,688.6,50.9,6.13,67.1,27.76,91.99,1.69,4.62,8.33,7.21,33,-4848.589775,0
550.0,1.0,4,710.29,73.48,3.62,48.01,16.78,87.0,2.57,4.17,4.04,3.01,16,1426.937286,0
616.19,2.166602488,3,76.39,39.64,5.9,17.41,16.1,86.37,2.08,6.65,8.83,4.83,28,261540.1198,0
1815.46,1.0,2,771.53,19.91,5.11,27.17,29.64,89.83,1.54,4.14,6.37,7.72,16,147110.1748,0
650.07,1.957075227,3,2.2,57.1,5.96,70.17,32.18,93.66,1.37,4.43,7.66,8.55,36,209121.3274,0
550.0,3.248966496,3,510.19,17.6,3.41,43.12,18.93,84.99,1.11,2.16,8.8,5.79,11,259201.9503,1
550.0,3.816994828,2,551.59,11.88,7.59,6.17,22.57,84.03,1.66,5.38,4.49,2.97,5,151572.89,0
554.8,4.239725941,2,640.68,41.62,6.66,35.01,0.59,86.36,1.02,2.02,0.1,3.84,19,270806.0272,0
770.0,2.857381496,3,270.97,18.02,5.57,72.95,8.05,88.0,2.02,4.03,3.12,4.66,19,256793.7415,1
575.15,1.226580017,3,119.17,11.85,8.17,79.76,30.05,90.08,1.79,3.75,4.26,3.21,15,111407.2365,1
1044.43,1.0,3,177.81,15.89,7.26,35.66,15.53,97.68,1.89,2.17,2.11,2.36,14,52812.4523,0
860.5,1.0,4,316.29,28.98,7.49,66.86,15.93,86.46,1.41,5.09,4.57,4.67,9,281249.714,0
1505.35,1.0,4,343.48,32.63,5.92,30.14,14.29,88.78,0.82,3.78,7.33,4.58,11,262888.9327,0
730.03,1.840518688,2,631.71,71.7,6.72,57.13,26.99,91.6,2.07,5.41,9.48,5.79,49,207479.7255,0
550.0,1.356135228,3,468.94,42.26,6.17,64.59,7.84,97.21,1.79,3.34,5.76,10.0,14,16326.71986,0
1161.97,3.838743213,1,777.01,43.2,4.93,0.09,10.22,91.53,2.16,4.53,5.68,4.64,13,233484.0723,1
838.6,2.271824311,2,382.42,25.2,8.11,44.1,9.2,90.7,1.69,3.75,8.75,9.47,17,183163.368,0
1373.91,1.0,3,1342.37,56.55,9.48,58.65,8.01,96.93,2.16,5.3,10.0,9.78,38,226179.2267,1
1773.43,1.0,3,668.06,10.13,7.86,62.14,0.51,99.9,1.23,5.54,4.27,5.3,18,300420.9694,1
550.0,2.108503016,4,811.75,38.21,5.49,68.45,20.72,95.19,0.66,5.38,7.18,8.54,18,221157.2926,0
1055.93,1.0,3,629.66,2.53,7.57,86.55,25.5,99.9,0.89,2.51,0.61,5.69,43,85526.2964,0
550.0,1.056415847,1,885.02,62.82,5.34,84.19,41.49,97.04,1.13,1.93,6.75,6.77,16,188361.0412,0
1103.66,1.0,2,463.26,56.37,4.7,32.24,27.74,92.17,1.75,2.39,4.68,7.25,12,99737.12724,0
1105.77,2.187172612,2,64.51,50.8,5.64,0.51,22.49,99.9,1.28,1.15,1.3,2.87,16,147239.1137,1
1332.75,1.0,2,786.04,31.09,3.48,61.18,17.57,89.22,1.16,5.55,9.77,6.07,1,218595.889,0
1584.32,1.0,3,757.21,5.91,10.0,86.52,6.41,94.79,1.58,4.56,7.17,8.84,13,267225.486,1
561.66,1.0,2,569.17,16.98,3.64,53.49,24.15,86.58,1.82,2.48,10.0,5.94,18,60430.85397,1
550.0,1.663165709,3,325.59,40.36,5.26,16.7,8.99,92.25,1.43,6.23,5.24,4.16,5,146897.5092,1
743.76,1.0,2,70.48,27.75,7.74,11.87,21.02,88.97,1.92,3.18,6.87,6.56,16,56889.52541,1
1039.41,1.197140971,2,763.38,44.08,5.16,49.98,3.11,89.84,0.7,3.74,2.3,2.77,38,96813.07784,0
550.0,1.75305845,3,878.24,44.74,8.5,178.68,9.85,96.74,1.84,4.93,4.56,3.48,15,58937.59012,0
550.0,2.919600816,2,644.38,1.16,7.94,11.32,8.1,99.9,1.25,3.19,6.6,6.54,14,218281.8618,0
930.07,1.141800113,1,290.71,30.15,6.13,45.87,19.92,91.91,1.19,3.45,4.51,3.99,14,65581.55281,1
678.79,1.545631325,2,371.5,12.69,6.36,87.35,27.32,89.42,1.25,0.54,4.19,4.5,22,5200.578812,0
652.83,2.222200148,2,850.9,65.34,4.7,49.54,0.35,99.9,1.12,3.16,6.13,8.78,51,115600.1621,0
1376.19,1.50603517,3,25.85,18.62,8.2,32.43,39.54,96.74,1.26,5.26,4.05,7.31,21,216068.0615,0
746.7,1.736844856,3,910.72,21.98,5.54,100.02,37.64,88.75,1.73,3.33,3.43,5.58,5,112942.5734,0
800.9,1.846079913,2,165.31,27.05,5.34,85.34,21.72,99.9,1.15,3.26,5.4,6.92,9,119731.9856,0
